name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	nationality	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work
Djibril Soumaré	22	185	73	L	B	DM	["DM","CM"]	Nacional	2025	Senegal	64	65	73	71	66	66	71	62	71	66	72	69	66	63	61	68	61	61	62	68	69	70	71	69	50	67
Francisco Adriano Baptista Gonçalves	20	188	84	R	B	CBT	["CBT"]	Nacional	2026	Portugal	50	69	85	71	66	68	71	62	65	62	61	62	58	52	61	68	58	61	62	68	80	65	54	69	50	63
Leonardo Rodrigues dos Santos	26	186	80	R	B	CBT	["CBT"]	Nacional	2027	Brazil	53	73	79	81	74	73	76	72	65	68	70	67	61	54	61	68	59	61	62	71	79	65	58	78	50	75
Lucas Oliveira de França	29	194	92	R	B	GK	["GK"]	Nacional	2025	Brazil	31	76	79	71	62	62	78	64	58	55	61	64	62	64	35	68	43	61	49	55	72	65	54	71	74	69
José Vítor Lima Cardoso	23	189	89	L	B	CBT	["CBT"]	Nacional	2027	Brazil	55	73	89	78	73	68	73	62	65	67	66	65	62	56	61	68	58	61	62	72	83	65	60	74	50	66
Douglas Esteban Sequeira Borbón	21	187	82	L	B	CBT	["CBT"]	Nacional	2027	Costa Rica	48	69	74	71	70	68	66	62	65	66	67	65	62	56	61	68	59	61	62	67	72	65	51	71	50	66
Arvin Amoakoh Appiah	24	175	63	L	B	WF	["WF","SM"]	Nacional	2025	England	65	38	73	71	91	92	63	92	74	83	64	64	63	66	70	68	64	61	62	61	66	73	62	63	50	65
Tiago Rodrigues dos Reis	25	184	78	R	B	CF	["CF"]	Nacional	2027	Brazil	73	34	66	71	70	73	72	69	71	68	65	66	58	61	71	70	67	61	62	74	74	73	72	63	50	66
Gabriel dos Santos Francisco	25	185	77	R	B	WF	["WF","SM"]	Nacional	2026	Brazil	69	39	68	74	87	89	71	82	74	79	68	71	63	71	70	78	67	61	62	69	81	76	71	68	50	64
Matheus Dos Santos Dias	22	187	76	R	B	DM	["DM","CM"]	Nacional	2027	Brazil	64	68	75	75	66	66	72	65	72	65	74	69	66	61	61	68	64	61	62	69	74	74	70	74	50	69
Dyego Wilverson Ferreira Sousa	35	189	89	R	B	CF	["CF"]	Nacional	2025	Portugal	76	33	91	83	66	66	76	69	76	67	74	74	66	71	76	76	75	72	62	81	89	76	76	84	50	77
Luiz Eduardo Teodora da Silva	25	179	73	R	B	CF	["CF","WF","SM"]	Nacional	2025	Brazil	71	40	76	73	85	86	71	84	75	79	67	70	66	70	73	75	65	61	62	66	82	76	71	66	50	66
Tiago Emanuel Embaló Djaló	24	190	82	R	B	CBT	["CBT"]	Porto	2025	Portugal	62	80	85	71	83	82	79	76	72	75	75	70	69	64	61	68	62	61	62	77	90	73	68	73	50	77
Otávio Ataíde da Silva	22	187	83	L	B	CBT	["CBT"]	Porto	2028	Brazil	53	79	83	76	73	74	79	65	68	67	63	64	59	55	61	68	62	61	62	78	85	72	59	81	50	81
Iván Marcano Sierra	37	190	78	L	B	CBT	["CBT"]	Porto	2025	Spain	53	84	78	71	66	66	81	62	69	60	80	74	68	63	62	70	62	62	62	83	81	75	58	76	50	79
Stephen Antunes Eustáquio	28	178	67	R	B	DM	["DM","CM"]	Porto	2027	Canada	75	74	75	81	70	72	79	74	78	73	81	79	78	76	71	76	72	72	78	65	79	81	79	80	50	78
Marko Grujić Марко Грујић	28	191	88	R	B	CM	["CM","DM"]	Porto	2026	Serbia	79	73	86	83	69	66	79	69	81	74	79	79	74	74	77	79	74	62	70	81	85	82	79	82	50	80
Samuel Omorodion Aghehowa	20	193	82	R	B	CF	["CF"]	Porto	2029	Spain	82	31	87	72	79	74	78	68	77	77	73	76	59	62	82	79	76	61	62	83	90	77	78	65	50	68
Fábio Daniel Ferreira Vieira	24	176	61	L	B	AM	["AM","CM"]	Porto	2025	Portugal	77	58	71	71	74	77	77	79	82	78	83	81	79	79	75	79	77	74	78	61	66	83	77	66	50	75
Eduardo Gabriel Aquino Cossa	27	173	72	R	B	AM	["AM","SM","WF"]	Porto	2027	Brazil	85	68	74	90	89	88	85	90	88	88	83	77	79	76	83	73	79	65	72	63	68	88	85	78	50	78
Zaidu Sanusi	27	182	71	L	B	SB	["SB"]	Porto	2027	Nigeria	72	75	73	82	93	90	81	84	69	79	71	68	71	67	61	68	61	61	62	68	87	70	75	78	50	65
Wenderson Rodrigues do Nascimento Galeno	27	179	62	R	B	SM	["SM","WF","SB","WB"]	Porto	2026	Brazil	84	44	74	84	95	93	85	91	84	90	79	79	73	76	81	79	77	76	81	61	74	83	85	75	50	75
Cláudio Pires Morais Ramos	33	183	83	R	B	GK	["GK"]	Porto	2027	Portugal	31	79	80	71	62	62	77	74	58	57	61	64	62	64	36	69	43	61	49	55	80	65	48	66	79	67
Vasco José Cardoso Sousa	21	164	63	R	B	AM	["AM","CM"]	Porto	2027	Portugal	74	56	78	74	73	77	80	78	77	74	77	74	73	71	63	73	70	65	66	61	66	78	80	68	50	70
Nicolás González Iglesias	23	188	85	R	B	DM	["DM","CM","AM"]	Porto	2028	Spain	77	75	85	80	73	68	80	69	81	76	84	82	76	75	73	79	73	68	68	75	81	82	80	81	50	80
Iván Jaime Pajuelo	24	180	75	R	B	WF	["WF","SM","AM"]	Porto	2028	Spain	78	54	74	74	77	79	78	79	82	79	78	77	76	76	81	78	79	72	78	68	79	83	78	66	50	72
Wendell Nascimento Borges	31	176	70	L	B	SB	["SB"]	Porto	2025	Brazil	77	72	75	82	84	85	81	82	81	82	79	78	76	79	62	79	68	78	74	66	78	82	78	83	50	79
Daniel Namaso Edi-Mesumbe Loader	24	182	76	R	B	CF	["CF","AM","SS"]	Porto	2028	England	80	31	79	77	82	82	78	82	80	81	75	74	60	67	78	75	75	61	65	66	81	81	78	67	50	72
André Filipe Russo Franco	26	177	70	L	B	SM	["SM","CM"]	Porto	2027	Portugal	74	48	71	76	79	76	75	76	78	78	78	77	75	74	78	77	69	71	70	63	71	78	75	72	50	74
Francisco José Navarro Aliaga	26	179	71	R	B	CF	["CF"]	Porto	2028	Spain	78	41	79	82	79	78	77	77	78	78	76	78	61	67	80	82	77	61	62	78	86	79	77	79	50	72
Alan Gonzalo Varela	23	177	73	R	B	DM	["DM","CM"]	Porto	2028	Argentina	77	77	78	85	74	75	81	75	78	74	83	82	76	76	68	81	73	63	81	66	77	80	81	85	50	80
João Mário Neto Lopes	25	179	66	R	B	SB	["SB"]	Porto	2027	Portugal	80	70	72	85	87	88	82	85	81	84	78	75	78	78	68	73	71	61	63	76	81	81	82	76	50	74
Patricio Nehuen Pérez	24	184	75	R	B	CBT	["CBT"]	Porto	2025	Argentina	52	81	78	73	66	66	80	62	65	60	75	70	63	47	61	68	60	61	62	78	79	68	57	78	50	79
Deniz Gül	20	190	82	R	B	CF	["CF"]	Porto	2029	Türkiye	74	35	75	71	74	73	75	73	74	73	72	70	61	60	72	70	70	61	62	71	77	74	75	67	50	71
Gonçalo Santos Sousa	18	186	76	L	B	WF	["WF","SM"]	Porto	2027	Portugal	70	42	66	71	75	77	69	71	74	74	71	74	67	72	71	79	65	61	62	61	66	76	69	63	50	63
Martim Moreira Moutinho Fernandes	19	181	73	R	B	SB	["SB"]	Porto	2028	Portugal	72	69	68	76	79	79	78	77	77	76	76	73	73	74	61	72	64	61	66	61	69	78	78	72	50	68
Gonçalo Óscar Albuquerque Borges	23	184	77	R	B	WF	["WF","SM"]	Porto	2027	Portugal	73	35	66	71	87	88	76	87	79	83	73	71	68	71	67	72	66	61	62	61	68	79	76	63	50	68
Francisco Sampaio de Moura	25	182	80	L	B	SB	["SB","SM","WB"]	Porto	2029	Portugal	77	73	74	78	79	80	79	77	79	79	80	73	79	74	73	68	65	68	76	66	77	80	79	78	50	76
Rodrigo Mora de Carvalho	17	168	56	R	B	AM	["AM","CM"]	Porto	2027	Portugal	72	49	79	71	75	78	73	80	76	74	76	70	72	65	64	68	67	61	68	61	66	77	73	63	50	70
Samuel Portugal Lima	30	188	80	L	B	GK	["GK"]	Porto	2027	Brazil	31	77	79	71	62	62	79	65	58	55	61	68	65	68	36	79	43	61	49	55	74	65	50	68	76	69
José Pedro da Silva Figueiredo Freitas	27	187	80	R	B	CBT	["CBT"]	Porto	2027	Portugal	60	80	78	76	69	68	79	67	69	66	78	72	68	62	61	68	63	71	70	77	81	73	66	77	50	76
Diogo Meireles da Costa	25	187	84	R	B	GK	["GK"]	Porto	2027	Portugal	31	86	81	72	62	62	88	69	59	55	63	70	70	71	31	85	43	63	49	56	79	66	58	72	84	75
Cezary Pawet Miszta	23	192	80	R	B	GK	["GK"]	Rio Ave	2027	Poland	31	74	77	71	62	62	76	63	58	55	61	64	62	64	29	70	43	61	49	55	70	65	40	54	73	61
Jonathan William Panzo	24	185	72	L	B	CBT	["CBT"]	Rio Ave	2025	England	55	71	79	73	74	71	76	69	72	71	73	71	72	69	61	70	62	61	62	75	80	73	59	74	50	71
Patrick William Sá de Oliveira	27	187	79	R	B	CBT	["CBT"]	Rio Ave	2025	Brazil	56	74	81	72	67	66	72	62	68	65	76	78	73	76	64	81	68	76	66	72	84	70	59	74	50	75
Georgios Okkas Γεώργιος Οκκάς	21	180	76	L	B	SB	["SB","SM","WB"]	Rio Ave	2027	Cyprus	67	61	71	71	74	73	68	68	66	71	66	65	64	63	61	68	57	61	62	61	68	65	68	68	50	63
João Pedro Barradas Novais	31	183	77	R	B	CM	["CM","DM"]	Rio Ave	2026	Portugal	77	56	79	76	69	73	72	74	77	72	78	81	78	81	76	85	75	83	81	61	70	77	72	69	50	73
Vitor Hugo Gomes da Silva	37	181	74	R	B	CM	["CM","DM"]	Rio Ave	2025	Portugal	73	63	79	71	66	66	74	66	74	64	76	78	77	79	68	81	71	78	68	76	72	76	73	74	50	76
Clayton Fernandes Silva	26	184	88	R	B	CF	["CF"]	Rio Ave	2028	Brazil	76	31	84	79	76	75	73	73	72	74	72	73	66	70	79	76	71	69	62	77	88	71	73	70	50	69
Amine Oudrhiri Idrissi	32	184	76	R	B	CM	["CM","DM"]	Rio Ave	2025	France	71	71	74	81	73	72	76	72	77	74	78	71	77	70	61	68	67	61	76	61	67	77	74	74	50	70
Tiago Fontoura da Fonseca Morais	21	168	63	R	B	WF	["WF","SM","AM"]	Rio Ave	2025	Portugal	75	33	76	76	81	81	76	84	77	78	71	72	68	71	76	75	70	73	74	68	68	77	76	67	50	68
Karem Zoabi	18	184	76	L	B	CF	["CF"]	Rio Ave	2028	Israel	70	31	68	71	71	68	68	67	65	66	63	63	58	58	73	68	62	61	62	71	73	65	68	63	50	65
Chukwudi Goodluck Igbokwe	22	180	68	R	B	CF	["CF"]	Rio Ave	2026	Nigeria	69	31	71	71	79	76	71	72	74	77	69	68	60	60	73	70	67	61	62	71	76	71	71	64	50	65
Brandon Aguilera Zamora	21	179	73	L	B	AM	["AM","CM"]	Rio Ave	2027	Costa Rica	68	52	78	71	72	68	73	68	74	73	76	71	69	60	66	68	65	61	62	61	66	73	73	65	50	67
Marios Vrousai	26	183	77	R	B	WF	["WF","SM","AM"]	Rio Ave	2027	Greece	72	68	72	76	79	80	72	81	78	77	76	76	74	78	73	79	73	78	79	67	77	78	72	73	50	72
Jhonatan Luiz da Siqueira	33	190	79	R	B	GK	["GK"]	Rio Ave	2025	Brazil	31	79	79	71	62	62	81	66	58	55	61	67	64	67	34	77	43	61	49	55	75	65	46	59	78	68
Francisco Miguel Ribeiro Tomé Tavares Bondoso	29	171	66	R	B	WF	["WF","SM","AM"]	Rio Ave	2026	Portugal	74	39	76	76	79	80	76	77	79	80	75	74	72	73	75	74	76	74	74	69	70	78	76	67	50	71
João Tomé Esteves Baptista	21	185	77	R	B	SB	["SB","SM","WB"]	Rio Ave	2027	Portugal	68	63	76	72	74	79	68	74	71	72	69	66	68	65	61	68	61	61	62	67	79	70	66	70	50	65
João Pedro Salazar da Graça	29	177	73	R	B	CM	["CM","WF","SM"]	Rio Ave	2026	Portugal	72	68	73	76	72	71	73	72	75	73	76	74	72	70	63	73	66	71	66	66	71	75	73	74	50	73
Ahmed Hassan Mahgoub	31	191	78	R	B	CF	["CF"]	Rio Ave	2025	Egypt	76	32	85	73	66	66	71	71	72	67	73	76	61	63	77	82	72	61	64	81	85	73	71	77	50	77
Francisco Petrasso	22	191	83	R	B	CBT	["CBT","SB"]	Rio Ave	2028	Argentina	63	66	85	71	66	66	67	62	65	64	63	63	58	52	61	68	56	61	62	73	79	65	67	73	50	62
Tobías Medina	20	170	68	L	B	CM	["CM"]	Rio Ave	2028	Argentina	69	50	76	73	67	68	63	69	74	70	76	70	71	65	64	68	65	61	62	61	66	74	62	70	50	72
Aderllan Leandro de Jesus Santos	35	193	85	R	B	CBT	["CBT"]	Rio Ave	2025	Brazil	52	80	85	80	71	66	81	62	66	67	70	74	62	65	61	80	63	69	62	81	84	67	57	82	50	83
Demir Ege Tıknaz	20	193	76	R	B	DM	["DM","CM"]	Rio Ave	2025	Türkiye	67	66	71	71	74	68	66	67	76	74	77	72	67	60	61	68	63	61	62	66	71	76	66	71	50	72
Renato Pantalon	27	194	86	R	B	CBT	["CBT"]	Rio Ave	2026	Croatia	50	73	91	71	66	66	75	62	65	61	61	62	61	50	61	68	59	61	62	74	81	65	53	71	50	70
João António Nascimento Muniz	19	187	73	L	B	CBT	["CBT","SB"]	Rio Ave	2025	Portugal	65	72	71	71	73	75	75	66	65	67	61	62	59	59	61	68	57	61	62	78	82	65	71	72	50	67
Martim Carvalho Neto	22	181	75	R	B	CM	["CM","DM"]	Rio Ave	2025	Portugal	73	62	69	80	79	80	75	81	79	79	77	76	73	73	72	77	69	61	62	61	69	79	75	75	50	73
Fábio Ronaldo Costa Conceição	23	178	72	R	B	WF	["WF","SM","SB","WB"]	Rio Ave	2027	Portugal	72	65	73	77	85	88	73	87	77	82	72	74	69	75	72	79	72	61	72	67	79	76	71	67	50	68
Ole Pohlmann	23	183	75	R	B	CM	["CM","AM","SM"]	Rio Ave	2027	Germany	76	54	77	81	72	79	76	79	77	74	76	71	73	70	72	68	69	75	74	66	85	77	76	72	50	72
Omar Tyrell Crawford Richards	26	174	69	L	B	SB	["SB","SM","WB"]	Rio Ave	2025	England	72	72	73	71	73	82	76	81	78	74	75	70	69	66	66	68	64	61	62	66	68	78	75	76	50	73
Antzelo Sina Άντζελο Σίνα	21	188	75	R	B	GK	["GK"]	Rio Ave	2025	Albania	31	69	76	71	62	62	71	60	58	55	61	62	60	62	31	66	43	61	49	55	66	65	35	54	69	55
Gabriel Batista de Souza	26	188	78	R	B	GK	["GK"]	Santa Clara	2026	Brazil	31	76	77	71	62	62	77	64	58	55	63	69	67	69	33	81	43	61	49	55	72	65	45	60	75	67
Diogo dos Santos Cabral	26	180	76	R	B	SB	["SB","SM","WB"]	Santa Clara	2025	Portugal	70	66	73	72	74	76	72	76	73	72	71	67	66	66	61	68	62	61	73	61	69	73	72	72	50	67
Matheus Pereira de Souza	24	172	67	L	B	SB	["SB","SM","WB"]	Santa Clara	2028	Brazil	71	66	78	81	81	79	72	73	75	78	68	65	68	66	61	68	62	63	62	63	74	74	72	77	50	69
Pedro Jorge Pacheco Seabra	27	189	83	R	B	CBT	["CBT"]	Santa Clara	2028	Portugal	50	76	71	71	66	66	74	69	65	60	69	66	62	49	61	68	58	61	62	78	76	65	54	75	50	71
Adriano Firmino dos Santos da Silva	25	187	73	R	B	DM	["DM","CBT","CM"]	Santa Clara	2027	Brazil	70	70	76	71	66	66	75	64	71	62	76	71	69	65	61	68	62	61	62	67	72	73	73	71	50	71
Pedro Miguel Dinis Ferreira	27	183	79	R	B	DM	["DM","CM"]	Santa Clara	2026	Portugal	67	70	80	83	72	70	74	66	70	69	71	68	63	57	61	68	61	61	62	63	74	71	69	81	50	71
Alisson Pelegrini Safira	29	185	75	R	B	CF	["CF"]	Santa Clara	2026	Brazil	77	31	70	77	71	72	77	68	74	71	70	74	60	64	77	81	72	61	62	78	79	76	77	69	50	68
Ricardo Jorge Oliveira António	26	178	73	R	B	WF	["WF","SM","AM"]	Santa Clara	2025	Portugal	75	52	70	71	75	71	74	71	76	75	73	71	72	71	74	71	69	61	62	61	66	76	74	63	50	70
Gabriel Silva Vieira	22	177	78	R	B	WF	["WF","SM"]	Santa Clara	2025	Brazil	76	34	68	73	79	81	73	81	77	77	71	68	71	70	76	68	73	76	73	66	75	78	73	65	50	70
Hélio Miguel Júnior	21	192	80	R	B	GK	["GK"]	Santa Clara	2027	Brazil	31	68	74	71	62	62	71	60	58	55	61	62	61	62	31	66	43	61	49	55	66	65	36	49	69	57
Luís Carlos Rocha Rodrigues	38	186	85	R	B	CBT	["CBT"]	Santa Clara	2026	Portugal	51	76	88	71	66	66	75	62	65	60	61	62	58	51	61	68	56	61	62	79	79	65	53	72	50	68
João Pedro Augusto Mourão Costa	24	185	78	R	B	CF	["CF"]	Santa Clara	2027	Portugal	72	32	69	72	74	75	73	71	71	70	61	64	58	58	76	71	66	61	62	73	77	73	73	65	50	64
Bruno Filipe Pereira Soares Almeida	28	172	66	L	B	AM	["AM","WF","SM"]	Santa Clara	2026	Portugal	73	33	74	71	78	85	69	85	75	76	73	71	70	68	76	70	71	71	70	61	66	76	69	63	50	70
Frederico André Ferrão Venâncio	31	186	82	R	B	CBT	["CBT"]	Santa Clara	2026	Portugal	52	77	85	71	66	66	78	63	66	61	72	68	62	53	61	68	62	61	62	76	84	73	57	74	50	78
Sidney Alexssander Pena de Lima	28	182	72	R	B	CBT	["CBT"]	Santa Clara	2025	Brazil	51	76	70	76	69	66	75	63	65	65	70	67	60	53	61	68	59	61	62	75	74	66	56	74	50	67
Guilherme Magro Pires Ramos	27	191	86	R	B	CBT	["CBT"]	Santa Clara	2025	Portugal	51	73	85	76	71	66	73	62	65	66	69	66	60	51	61	68	58	61	62	76	79	65	55	78	50	76
Habraão Lincon Do Nascimento Saraiva	23	184	76	R	B	CBT	["CBT"]	Santa Clara	2027	Brazil	50	74	72	71	67	68	74	63	65	64	61	62	58	49	61	68	55	61	62	72	74	65	53	68	50	63
Matheus Nunes Fagundes de Araújo	23	185	75	L	B	SM	["SM","SB","WB"]	Santa Clara	2028	Brazil	74	62	68	71	66	68	76	68	76	66	73	73	74	75	74	74	70	76	73	67	70	77	76	65	50	69
Sérgio Miguel Araújo Lobo	25	181	77	R	B	CM	["CM"]	Santa Clara	2027	Portugal	73	62	68	73	69	72	73	67	75	70	78	72	70	64	61	68	65	61	62	68	71	78	73	70	50	71
Daniel Borges da Silva	21	183	81	R	B	CBT	["CBT"]	Santa Clara	2025	Brazil	50	72	74	71	66	66	71	62	65	63	61	62	58	50	61	68	55	61	62	66	71	65	54	68	50	62
Lucas Soares de Almeida	26	174	64	R	B	SB	["SB","SM","WB"]	Santa Clara	2027	Brazil	67	69	74	78	85	83	73	80	75	80	70	67	69	66	61	68	62	61	62	61	66	73	73	69	50	64
Vinícius Lopes da Silva	25	179	81	R	B	WF	["WF","SM"]	Santa Clara	2028	Brazil	76	32	69	71	74	75	72	74	76	75	76	74	73	73	78	72	68	67	66	70	68	76	72	68	50	73
Gustavo Klismahn Dimaraes Miranda	25	180	80	L	B	CM	["CM","SM"]	Santa Clara	2027	Brazil	69	66	78	76	70	72	68	69	71	69	76	76	71	71	68	79	70	75	62	70	78	71	68	74	50	71
Andrés Augusto Mehring	30	191	82	R	B	GK	["GK"]	Santa Clara	2026	Argentina	31	74	80	71	62	62	73	62	58	55	61	65	63	65	34	71	43	61	49	55	70	65	49	62	72	61
Matheus Lima Magalhães	32	190	84	R	B	GK	["GK"]	Sporting Braga	2027	Brazil	31	82	82	71	62	62	83	69	58	55	61	69	66	71	34	84	43	61	49	55	81	65	52	69	82	68
Víctor Gómez Perea	24	169	68	R	B	SB	["SB"]	Sporting Braga	2028	Spain	80	73	77	85	82	85	81	83	79	80	80	75	79	75	61	70	68	61	75	70	79	80	81	81	50	78
Robson Alves de Barros	27	185	72	R	B	CBT	["CBT"]	Sporting Braga	2028	Brazil	56	79	72	71	79	75	77	75	68	71	71	67	63	58	61	68	61	61	63	79	82	70	61	73	50	72
Sikou Niakaté	25	186	76	L	B	CBT	["CBT"]	Sporting Braga	2028	Mali	62	81	83	82	78	74	80	72	72	73	73	70	60	60	61	68	62	61	62	81	88	73	68	82	50	79
Vitor Carvalho Vieira	27	183	73	R	B	DM	["DM","CM"]	Sporting Braga	2028	Brazil	76	75	78	82	78	80	79	76	77	76	78	76	68	64	68	74	68	61	72	63	78	78	78	80	50	75
Armindo Tué Na Bangna	30	173	70	R	B	WF	["WF","SM"]	Sporting Braga	2027	Portugal	77	36	78	76	90	92	73	92	85	88	76	76	73	76	79	79	77	76	80	64	75	85	73	71	50	74
João Filipe Iria Santos Moutinho	38	170	61	R	B	CM	["CM","DM"]	Sporting Braga	2025	Portugal	80	70	73	81	66	66	82	66	82	68	88	83	83	79	71	79	77	84	83	71	66	83	82	79	50	79
Amine El Ouazzani أمين الوزاني	23	188	74	L	B	CF	["CF","SM","WF"]	Sporting Braga	2029	Morocco	76	31	73	78	69	70	75	67	75	71	74	74	64	71	76	75	67	63	62	76	79	76	75	68	50	69
André Filipe Luz Horta	28	175	62	R	B	CM	["CM","DM"]	Sporting Braga	2027	Portugal	78	71	77	85	77	77	81	82	81	79	83	81	79	77	74	79	76	67	73	62	78	81	81	79	50	77
Roger Fernandes	19	170	63	L	B	WF	["WF","SM"]	Sporting Braga	2028	Portugal	78	38	76	71	91	87	80	90	77	84	74	72	73	73	73	72	65	61	64	61	66	76	80	68	50	71
Tiago Magalhães de Sá	30	185	78	R	B	GK	["GK"]	Sporting Braga	2027	Portugal	31	74	77	71	62	62	73	67	58	55	61	64	62	64	32	69	43	61	49	55	71	65	49	71	73	70
João Diogo Fonseca Ferreira	23	185	79	R	B	CBT	["CBT","SB"]	Sporting Braga	2025	Portugal	68	72	70	75	80	79	78	70	71	74	71	70	67	70	61	70	62	61	62	73	79	72	78	77	50	67
Paulo André Rodrigues de Oliveira	33	187	81	R	B	CBT	["CBT"]	Sporting Braga	2025	Portugal	52	81	79	73	66	66	79	62	71	65	74	69	65	55	61	68	62	61	62	79	85	73	58	74	50	73
Rodrigo Zalazar Martínez	25	178	70	R	B	CM	["CM","AM","DM"]	Sporting Braga	2028	Uruguay	80	70	77	85	81	80	80	84	81	81	80	83	77	79	82	86	79	78	76	64	74	82	80	83	50	80
Adrián Marín Gómez	28	181	73	L	B	SB	["SB"]	Sporting Braga	2026	Spain	70	72	75	79	78	76	77	75	76	75	75	71	74	71	61	68	64	61	70	75	80	77	77	78	50	70
Ismaël Gharbi Álvarez	20	167	58	R	B	WF	["WF","SM","AM"]	Sporting Braga	2029	Spain	71	47	77	74	76	79	73	81	78	77	73	68	68	66	66	68	65	63	73	61	66	78	73	68	50	68
Ricardo Jorge da Luz Horta	30	173	63	R	B	AM	["AM","SM","WF"]	Sporting Braga	2028	Portugal	86	44	78	86	81	85	85	85	84	82	85	83	81	81	83	81	85	84	84	66	76	84	85	81	50	83
Thiago Emanuel Helguera Merello	18	179	70	R	B	DM	["DM","CM"]	Sporting Braga	2029	Uruguay	65	65	73	75	75	76	70	72	71	72	74	69	64	54	61	68	62	61	62	61	66	72	70	73	50	69
Yuri Oliveira Ribeiro	27	180	77	L	B	SB	["SB","CBT"]	Sporting Braga	2026	Portugal	70	70	75	76	79	79	72	82	71	73	76	73	71	69	61	71	63	61	72	71	79	73	72	75	50	72
Bright Akwo Arrey-Mbi	21	187	80	L	B	CBT	["CBT","SB"]	Sporting Braga	2029	Germany	66	69	83	83	91	79	76	76	67	76	68	66	58	53	61	68	62	61	62	73	85	73	76	79	50	67
Rafik Guitane	25	170	64	L	B	WF	["WF","SM"]	Sporting Braga	2025	Algeria	76	39	79	71	80	79	72	84	83	82	75	73	73	72	76	72	69	63	72	61	66	81	72	65	50	73
Jean-Baptiste Gorby	22	181	76	R	B	DM	["DM","CM"]	Sporting Braga	2027	France	69	66	76	71	66	66	73	64	69	62	75	71	66	62	61	69	62	61	62	65	68	73	73	74	50	71
João Miguel Vieira Freitas da Silva Marques	22	179	73	R	B	WF	["WF","SM","AM","CM"]	Sporting Braga	2029	Portugal	75	50	69	71	72	78	74	79	78	74	75	74	74	72	77	74	73	71	69	61	66	78	74	67	50	72
Gabriel Martínez Aguilera	22	185	79	R	B	WF	["WF","SM"]	Sporting Braga	2029	Spain	75	40	68	71	84	85	78	84	77	79	72	69	69	68	74	68	65	61	62	61	67	78	78	63	50	68
João de Vasconcelos Faria Gonçalves	19	180	66	L	B	WF	["WF","SM","AM"]	Sporting Braga	2028	Portugal	67	45	70	71	72	77	70	71	74	71	71	70	66	66	64	70	65	61	67	61	66	76	70	63	50	65
Roberto Fernández Jaén	23	186	75	R	B	CF	["CF"]	Sporting Braga	2029	Spain	71	41	71	71	74	76	75	71	77	74	73	73	65	66	74	74	70	61	62	75	78	78	75	69	50	69
Lukáš Horníček	22	194	95	R	B	GK	["GK"]	Sporting Braga	2028	Czechia	31	74	77	71	62	62	73	64	58	55	61	66	63	66	31	74	43	61	49	55	72	65	40	58	73	55
Franco Israel Wibmer	24	190	82	R	B	GK	["GK"]	Sporting CP	2027	Uruguay	31	81	85	71	62	62	83	68	58	55	61	66	64	66	30	75	43	61	49	55	78	65	46	64	79	63
Matheus Reis de Lima	29	184	80	L	B	CBT	["CBT","SB","SM","WB"]	Sporting CP	2026	Brazil	73	79	85	84	81	79	82	79	81	82	80	75	76	75	61	70	67	61	76	76	86	81	80	84	50	74
Jeremiah Israël St. Juste	28	186	79	R	B	CBT	["CBT","SB"]	Sporting CP	2026	Netherlands	76	79	78	75	96	91	85	88	81	88	80	75	73	69	68	71	64	62	62	76	87	80	83	77	50	75
Hidemasa Morita 守田 英正	29	177	76	R	B	CM	["CM","DM"]	Sporting CP	2026	Japan	81	77	79	86	74	73	83	76	83	78	83	80	79	75	79	76	74	66	76	61	72	83	82	83	50	80
Zeno Koen Debast	21	191	76	R	B	CBT	["CBT"]	Sporting CP	2029	Belgium	64	80	77	83	77	66	79	66	79	77	81	74	76	68	62	68	67	69	66	80	81	81	69	81	50	78
Pedro António Pereira Gonçalves	26	173	78	R	B	WF	["WF","SM","AM","CM"]	Sporting CP	2027	Portugal	87	66	78	87	79	83	87	85	87	83	88	84	85	83	87	81	85	85	85	69	76	87	87	80	50	83
Viktor Einar Gyökeres	26	189	94	R	B	CF	["CF","WF","SM"]	Sporting CP	2028	Sweden	87	42	92	93	93	90	88	87	85	88	81	84	72	81	90	89	81	73	74	85	96	85	88	91	50	86
Marcus Edwards	26	167	71	L	B	WF	["WF","SM","CF"]	Sporting CP	2026	England	79	40	79	78	86	89	81	91	85	86	77	75	72	75	76	74	77	68	79	61	66	85	81	68	50	73
Nuno Miguel Gomes dos Santos	29	177	71	L	B	SM	["SM","SB","WF","WB"]	Sporting CP	2027	Portugal	82	73	74	83	83	85	81	83	83	83	79	83	80	85	82	88	84	81	82	68	79	83	81	82	50	81
Vladan Kovačević	26	192	83	R	B	GK	["GK"]	Sporting CP	2029	Serbia	31	79	80	71	62	62	80	65	58	55	61	67	65	68	29	79	43	61	49	55	74	65	40	65	77	65
Francisco António Machado Mota de Castro Trincão	25	184	74	L	B	WF	["WF","SM","AM"]	Sporting CP	2026	Portugal	82	45	72	75	81	80	81	83	85	84	79	79	76	78	83	79	80	78	85	73	76	85	81	68	50	76
