name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work	overall
Cieran Slicker	22	191	82	R	B	GK	["GK"]	Ipswich Town	2026	31	68	74	71	62	62	68	59	58	55	61	62	61	62	33	66	45	61	49	55	65	65	40	61	69	63	59
Noah Smith	23	182	80	L	B	SB	["SB","SM","WB"]	Central Coast Mariners	2025	63	59	74	71	74	73	65	73	65	68	64	63	64	62	61	68	59	61	62	63	70	65	65	68	50	66	59
Dylan Smith	18	190	73	R	B	CBT	["CBT"]	Ross County	2025	50	67	70	71	69	68	64	62	65	65	61	62	58	51	61	68	59	61	62	71	73	66	51	68	50	64	59
Fábio Rúben Soares Jaló	19	177	70	L	B	CF	["CF","WF","SM","AM","SS"]	Barnsley	2027	68	35	72	71	77	84	68	82	67	71	61	62	58	58	68	68	62	63	62	63	69	68	68	63	50	65	59
David Sotelo	21	175	70	R	B	CM	["CM"]	Newell's Old Boys	2025	66	58	71	71	66	66	69	64	66	64	71	67	64	58	62	68	59	61	62	61	66	66	69	64	50	65	59
Jhair Eduardo Soto Rochabrun	21	184	76	R	B	SB	["SB"]	Asociación Deportiva Tarma	2029	62	60	66	71	71	68	66	66	65	66	68	66	68	63	61	68	58	61	62	61	66	65	64	66	50	59	59
Antonio Spagnoli	19	185	80	R	B	GK	["GK"]	Winterthur	2027	31	69	71	71	62	62	67	61	58	55	61	63	61	63	32	66	43	61	49	55	68	65	41	53	69	59	59
Nick Stepantsev	22	184	76	L	B	WF	["WF","SM","CF","AM","SS"]	Hannover 96 II	2025	64	38	68	71	77	71	63	64	69	71	73	70	62	60	61	68	61	61	62	62	67	70	59	63	50	66	59
Godfrey Bitok Stephen	24	185	76	L	B	SB	["SB"]	Gaziantep F.K.	2026	63	61	74	71	70	79	66	73	65	66	63	63	67	64	63	68	58	61	62	69	79	65	66	66	50	63	59
Dušan Stojinovič	24	187	76	R	B	CBT	["CBT","SB"]	Jagiellonia Białystok	2025	63	66	66	71	66	67	70	62	65	62	63	62	58	51	61	68	54	61	62	66	67	65	67	68	50	59	59
Lawson Sunderland	23	190	78	R	B	CM	["CM"]	Inter Miami	2024	65	57	72	71	71	74	63	68	67	68	74	69	65	55	61	68	59	61	62	61	74	66	62	67	50	66	59
Macaulay Tait	19	170	70	L	B	CM	["CM"]	Hearts	2028	62	59	75	71	67	75	63	71	71	67	73	68	65	60	63	68	62	61	62	61	66	71	62	74	50	70	59
Tan Kaiyuan 谭凯元	23	184	68	L	B	CF	["CF","SM","AM","SS","WF"]	Qingdao West Coast	2024	67	46	71	71	73	77	66	77	69	69	70	67	63	60	66	68	63	61	62	62	72	70	66	67	50	65	59
Razvan Andrei Tanasa	21	175	72	R	B	WF	["WF","SM"]	Oțelul Galați	2025	65	46	66	71	80	78	63	77	68	73	73	68	66	62	61	68	60	61	62	61	66	68	63	63	50	64	59
Deepak Tangri	25	179	69	R	B	DM	["DM","CM"]	ATK Mohun Bagan	2026	61	60	79	78	67	73	65	71	65	64	70	67	61	54	61	68	58	61	62	63	81	65	61	79	50	68	59
Brad Tapp	23	178	68	R	B	DM	["DM","CM"]	Central Coast Mariners	2026	62	60	70	71	73	68	67	68	65	67	68	66	62	57	61	68	60	61	62	61	66	68	62	68	50	66	59
Jon Peter Taylor	32	168	77	R	B	WF	["WF","SM"]	Salford City	2025	65	35	74	71	74	78	64	81	67	70	64	63	63	65	65	68	61	70	62	61	66	66	64	67	50	65	59
Georgios Theocharis	22	189	95	L	B	GK	["GK"]	AEK Athens	2025	31	69	76	71	62	62	70	60	58	55	61	62	60	62	32	66	43	61	49	55	67	65	38	51	69	57	59
Cheick Amadou Tidiane Thiam	21	194	80	R	B	CBT	["CBT","DM"]	Beerschot	2025	62	60	78	72	73	66	65	62	65	67	61	62	58	54	61	68	57	61	62	69	76	65	63	71	50	60	59
Lewis Rhys Thomas	27	185	70	R	B	GK	["GK"]	Bristol City	2025	31	68	72	71	62	65	68	59	58	57	61	62	61	62	33	66	43	61	49	55	65	65	44	56	68	59	59
Benjamin Lee Tollitt	29	182	76	R	B	WF	["WF","SM"]	Morecambe	2025	64	50	69	72	78	79	64	78	66	71	65	64	62	63	63	68	61	62	62	61	66	66	64	65	50	64	59
Mathias Tønnessen	21	189	75	L	B	CBT	["CBT"]	KFUM	2026	49	68	66	71	71	66	68	66	65	66	66	64	60	57	61	68	58	61	62	67	66	65	53	67	50	63	59
Abdoul Karim Traoré	19	173	71	R	B	DM	["DM"]	Al Ain	2029	64	68	73	71	69	69	69	65	65	65	71	68	63	54	61	68	59	61	62	61	66	65	69	68	50	65	59
Paul Tschernuth	22	186	88	R	B	GK	["GK"]	Heidenheim	2025	31	68	73	71	62	62	68	60	58	55	61	63	61	63	31	66	43	61	49	55	66	65	35	51	69	52	59
Dilümüt Tudi 迪力依米提·土地	25	180	78	R	B	CM	["CM","SM","DM"]	Changchun Yatai	2024	64	55	69	78	68	66	68	69	70	69	70	67	62	56	61	68	61	61	62	66	68	68	68	69	50	65	59
Peter Urminský	25	198	80	R	B	GK	["GK"]	St. Mirren	2026	31	68	76	71	62	62	68	60	58	55	61	62	61	62	31	66	43	61	49	55	66	65	38	55	68	58	59
Bas Van den Eynden	22	186	75	R	B	DM	["DM","CBT","CM"]	Mechelen	2025	62	57	83	71	66	66	66	62	66	60	69	66	65	61	61	68	60	61	62	65	73	67	62	69	50	67	59
Damian van der Haar	20	183	76	L	B	SB	["SB","CBT"]	PEC Zwolle	2025	64	68	72	75	68	69	71	63	65	65	68	66	61	58	61	68	60	61	62	66	79	67	69	67	50	58	59
Harry Van Der Saag	25	183	77	R	B	SB	["SB","SM","WB"]	Brisbane Roar	2026	65	56	79	73	78	74	66	73	66	71	65	64	62	61	61	68	59	61	62	63	75	65	66	73	50	67	59
Miguel Enrique Vegas Cordero	18	168	64	L	B	DM	["DM","CM"]	Caracas	2026	65	60	74	71	69	68	72	64	66	65	74	69	66	55	61	68	60	61	62	61	66	67	72	69	50	66	59
Santino Vera	18	169	65	R	B	DM	["DM"]	Racing Club	2025	62	65	71	71	75	80	67	77	69	71	71	68	67	62	61	68	61	61	62	67	77	70	62	68	50	66	59
Samuele Vignato	20	172	62	R	B	CF	["CF"]	Monza	2025	70	44	78	71	69	76	73	82	77	73	71	68	66	60	70	68	67	61	62	61	66	77	73	63	50	67	59
Jules-Anthony Vilsaint	21	189	79	R	B	CF	["CF"]	CF Montréal	2024	64	32	74	71	83	68	63	66	67	74	61	66	58	62	68	74	62	61	62	68	72	67	54	64	50	63	59
Daniël Virginio Deen	21	188	72	R	B	GK	["GK"]	AZ Alkmaar	2025	31	68	72	71	62	62	66	59	58	55	61	62	60	62	32	66	43	61	49	55	65	65	41	54	69	56	59
Cătălin Alin Vulturar	20	181	70	R	B	DM	["DM","CM"]	Rapid Bucuresti	2025	65	61	72	71	72	74	69	71	66	67	71	68	64	57	62	68	62	61	62	65	71	68	66	70	50	67	59
Aurel Badji Wagbe	20	191	88	L	B	WF	["WF","SM"]	Holstein Kiel	2026	60	53	76	71	81	78	63	75	69	75	67	65	61	62	61	68	60	61	62	62	75	68	58	67	50	65	59
Casey Walls	21	188	77	L	B	CBT	["CBT"]	San Jose Earthquakes	2024	45	72	76	71	66	66	73	62	65	60	61	62	60	55	61	68	54	61	62	62	67	65	44	67	50	60	59
Wang Zihao 王子豪	30	174	70	R	B	CM	["CM","AM"]	Qingdao Hainiu	2025	72	53	76	71	76	78	74	78	68	72	71	67	64	61	61	68	60	61	62	61	66	67	74	69	50	70	59
Wang Jia'nan 王嘉楠	31	181	76	R	B	SB	["SB"]	Meizhou Hakka	2025	65	54	71	72	73	74	63	72	66	68	68	65	62	62	67	68	64	63	62	68	73	66	62	72	50	69	59
Chien-ming Wang 王建明	31	181	74	R	B	SM	["SM","SB","DM","WB"]	Qingdao Hainiu	2024	67	64	75	76	75	69	67	71	69	72	66	64	64	62	61	68	60	62	62	61	66	67	67	69	50	64	59
Lewis Moore Ward	27	195	81	R	B	GK	["GK"]	AFC Wimbledon	2025	31	68	75	71	62	62	69	59	58	55	61	63	61	63	36	66	43	61	49	55	65	65	43	55	68	58	59
Riley Warland	22	184	76	R	B	SB	["SB","CBT"]	Perth Glory	2025	60	64	76	73	69	71	66	64	65	65	65	64	60	60	61	68	54	61	62	61	68	65	58	68	50	58	59
Jabon Warner	22	194	87	R	B	CBT	["CBT"]	Norwich City	2025	48	67	77	71	81	74	66	72	65	71	66	64	62	52	61	68	57	61	62	64	74	65	51	67	50	67	59
Kacper Wełniak	24	185	76	R	B	CF	["CF","AM","SS"]	Motor Lublin	2026	66	40	76	71	69	71	63	71	68	67	67	65	63	64	70	68	62	61	62	61	68	68	58	68	50	69	59
Wen Jiabao 温家宝	25	177	65	L	B	SB	["SB","CM"]	Shanghai Shenhua	2025	65	60	72	72	84	82	64	81	67	75	65	64	62	61	61	68	59	61	62	61	66	65	64	72	50	67	59
Corey Milton Whitely	33	177	73	R	B	WF	["WF","SM","AM"]	Bromley	2025	65	35	71	78	79	78	64	77	67	71	65	65	65	64	66	68	62	62	62	61	66	67	64	68	50	64	59
Kevin Wiethaup	19	175	69	R	B	AM	["AM","WF","SM"]	Osnabrück	2029	63	45	77	71	75	75	64	80	70	71	70	67	66	63	61	68	61	61	62	61	66	70	64	63	50	65	59
Adam Oscar Magnus Wikman	20	178	66	L	B	CM	["CM","DM"]	Sirius	2027	68	61	72	71	72	70	68	75	70	69	72	68	64	59	68	68	64	61	62	61	66	71	68	67	50	68	59
Tyrone Williams	30	188	83	R	B	CBT	["CBT"]	Chesterfield	2025	48	68	83	71	68	66	66	62	65	65	61	62	58	49	61	68	51	61	62	66	76	65	48	71	50	65	59
Zac Williams	20	184	78	L	B	CBT	["CBT","SB"]	Crewe Alexandra	2025	63	62	74	71	69	72	67	70	65	65	63	62	60	59	61	68	57	61	62	66	72	65	66	70	50	64	59
John Ross Wilson	25	180	76	R	B	SB	["SB"]	Sligo Rovers	2024	65	61	68	71	66	68	66	65	65	62	65	64	62	62	61	68	59	64	62	63	67	65	66	72	50	66	59
Donovan Junior Wilson	27	180	70	L	B	CF	["CF"]	Grimsby Town	2025	65	31	79	76	79	79	63	78	65	71	61	62	58	60	67	68	60	61	62	66	79	65	63	67	50	62	59
Lucas Mika Wolf	23	173	65	R	B	AM	["AM"]	Sandhausen	2026	66	46	77	71	73	76	65	79	72	72	69	66	60	59	65	68	61	61	62	61	66	71	65	63	50	66	59
Harry Wood	22	178	78	R	B	CM	["CM","AM","CF","SS"]	Shelbourne	2026	64	56	66	71	68	71	64	72	69	67	68	66	69	63	66	68	61	70	70	61	66	70	63	63	50	65	59
Alexander James Woodyard	31	175	65	R	B	DM	["DM","CM"]	Colchester United	2025	65	60	71	77	66	66	68	69	66	60	68	65	67	64	62	68	60	61	62	70	74	66	67	73	50	66	59
Jordan Wright	25	190	86	R	B	GK	["GK"]	Grimsby Town	2026	31	69	74	71	62	62	70	60	58	55	61	62	61	62	29	66	43	61	49	55	66	65	41	57	69	59	59
Mohammad Yasir	26	170	68	L	B	WF	["WF","SM"]	Goa	2028	63	42	73	71	77	81	63	80	68	71	68	65	64	60	66	68	60	61	62	61	66	68	60	65	50	63	59
Yerjet Yerzat 叶尔杰提·叶尔扎提	31	183	82	L	B	GK	["GK"]	Qingdao West Coast	2024	31	69	72	71	62	62	66	68	58	57	61	64	62	64	32	68	43	61	49	55	66	65	41	56	69	65	59
Seyhan Yiğit	21	174	68	R	B	SB	["SB","SM","WB"]	Waldhof Mannheim	2026	62	58	75	76	74	78	64	79	68	70	64	63	62	62	61	68	60	61	63	61	66	67	62	73	50	64	59
Özkan Yiğiter	24	187	78	R	B	DM	["DM","CBT"]	Sivasspor	2026	62	59	74	71	66	68	65	65	69	65	73	71	65	65	61	70	61	61	62	66	72	71	65	73	50	67	59
Atsushi Zaizen 財前 淳	25	177	68	R	B	WF	["WF","SM"]	Grazer AK	2026	65	43	72	71	74	76	69	78	72	71	67	65	64	60	63	68	62	61	70	61	66	73	69	63	50	64	59
Nikodem Zielonka	20	184	72	R	B	WF	["WF","SM"]	Górnik Zabrze	2025	63	35	66	71	76	78	63	76	71	75	64	63	61	60	66	68	60	61	62	61	66	67	60	63	50	62	59
Zou Dehai 邹德海	31	187	72	R	B	GK	["GK"]	Changchun Yatai	2026	31	68	74	71	62	62	68	58	58	55	61	62	60	62	37	66	43	61	49	55	65	65	48	56	68	58	59
Jabir Abdihakim Ali	25	202	85	R	B	CF	["CF"]	Lillestrøm	2024	65	31	87	71	66	66	63	62	65	62	61	62	58	50	67	68	61	61	62	76	80	66	61	67	50	65	58
Mohammed Abdulrahman	21	170	70	R	B	SB	["SB"]	Al Ettifaq	2028	62	61	73	72	80	80	65	78	65	71	61	62	59	59	61	68	57	61	62	61	70	65	63	66	50	60	58
Sławomir Abramowicz	20	187	80	L	B	GK	["GK"]	Jagiellonia Białystok	2026	31	68	74	71	62	62	70	59	58	55	61	64	62	64	31	69	43	61	49	55	65	65	38	54	69	55	58
Eli Adams	22	183	71	L	B	WF	["WF","SM","AM"]	Newcastle Jets	2027	61	42	73	77	71	74	63	78	73	72	67	65	59	56	61	68	62	61	62	61	66	73	60	67	50	62	58
Elicha Ahui	20	187	75	R	B	SB	["SB","DM"]	Drogheda United	2024	61	61	79	74	72	68	64	63	65	67	61	62	63	60	61	68	58	61	62	64	73	65	61	69	50	63	58
Yazeed Bakr Al Bakr	27	170	65	R	B	SB	["SB"]	Al Riyadh	2027	61	58	71	71	81	78	63	74	67	73	63	62	62	61	61	68	59	61	62	62	70	66	61	65	50	61	58
Fahad Al-Hamad	26	188	79	L	B	CBT	["CBT"]	Al Ahli Jeddah	2025	48	67	76	71	74	68	65	62	65	68	61	62	58	51	61	68	57	61	62	64	71	65	49	70	50	61	58
Saleh Mussad Al Harthi	29	165	57	L	B	WF	["WF","SM"]	Al Okhdood	2029	63	42	70	71	75	76	63	72	67	70	66	64	63	60	62	68	59	61	62	61	66	66	61	63	50	62	58
Khalid Hussain Al Kabi	32	171	69	R	B	WF	["WF","SM"]	Al Fayha	2025	64	31	72	71	77	80	63	79	67	71	64	67	62	67	63	73	59	61	62	61	73	66	63	63	50	63	58
Hussain Ali Alnwaiqi	28	170	60	R	B	SB	["SB"]	Al Riyadh	2029	62	57	71	76	77	76	63	72	65	69	64	63	62	61	61	68	58	61	62	61	66	65	63	67	50	62	58
Abdulaziz Saud Al-Elewai	20	168	62	R	B	WF	["WF","SM"]	Al Ettifaq	2025	63	43	79	71	84	93	63	90	66	74	65	64	59	59	61	68	59	61	62	61	66	65	63	63	50	63	58
Omar Hamad Al-Oudah عمر حمد العودة	25	175	76	R	B	SB	["SB"]	Al Khaleej	2025	61	58	69	71	79	77	63	75	68	73	64	63	63	62	61	68	59	61	62	61	68	66	61	67	50	63	58
Noor Al-Rashidi	29	179	76	R	B	CBT	["CBT","SB"]	Damac	2028	63	62	76	71	66	68	67	65	65	62	65	64	58	52	61	68	57	61	62	64	77	65	66	63	50	62	58
Sattam Al-Roqi	22	169	70	R	B	WF	["WF","SM"]	Al Orobah	2025	62	36	76	71	77	87	63	85	66	70	68	65	62	60	63	68	59	61	62	61	68	66	59	63	50	64	58
Marwan bin Saeed bin Masoud Al-Sahafi مروان الصحفي	20	179	76	R	B	SM	["SM","CF","SB","WB"]	Beerschot	2025	63	41	68	71	79	79	64	78	69	73	63	62	59	59	65	68	60	61	62	61	72	68	64	63	50	63	58
Abdulmalek Al Shammary	29	177	63	L	B	SB	["SB","SM","WB"]	Al Orobah	2025	64	59	73	71	76	74	64	76	68	71	67	65	67	64	63	68	60	61	62	61	66	68	64	66	50	63	58
Habib Yasseen Kadhim Al-Wotayan	28	182	94	R	B	GK	["GK"]	Al Fateh	2028	31	68	76	71	62	62	68	59	58	55	61	62	61	62	34	66	43	61	49	55	66	65	41	58	68	59	58
Abdullah Al Yousif	28	180	73	L	B	SB	["SB"]	Al Raed	2025	62	58	77	71	70	76	68	74	65	66	64	63	61	60	61	68	59	65	62	63	75	65	63	69	50	64	58
Hanani Levi Micael Amantchi	24	193	87	L	B	CF	["CF"]	Bromley	2025	65	38	83	71	81	71	63	64	65	71	61	65	58	59	66	72	59	61	62	64	68	65	63	67	50	62	58
Luca Cristian Andronache	21	189	71	R	B	CF	["CF","WF","SM"]	Oțelul Galați	2025	67	41	66	71	74	74	66	76	69	71	67	65	60	59	68	68	60	61	62	61	66	68	66	63	50	64	58
Paul Antoine Robin Stanislas Argney	18	186	73	R	B	GK	["GK"]	Le Havre	2027	31	68	70	71	62	62	71	59	58	55	61	63	61	63	31	66	43	61	49	55	65	65	40	58	68	58	58
Keny Alexander Arroyo Alvarado	18	174	75	L	B	WF	["WF","SM"]	Independiente del Valle	2027	65	37	68	71	77	76	66	73	66	71	65	68	62	68	66	74	61	61	62	61	66	65	66	63	50	62	58
Luca Ashby-Hammond	23	185	76	R	B	GK	["GK"]	Gillingham	2025	31	68	71	71	62	62	70	59	58	55	61	62	60	62	31	66	43	61	49	55	65	65	36	55	68	56	58
Cian Ty Ashford	20	179	72	R	B	CF	["CF"]	Cardiff City	2027	66	34	72	71	78	79	63	79	66	71	63	62	58	56	69	68	60	61	62	64	68	65	63	64	50	61	58
Nathan Asiimwe	19	185	78	R	B	SB	["SB"]	Charlton Athletic	2026	61	59	73	74	79	75	63	73	65	70	65	64	61	61	61	68	59	61	62	63	72	65	61	69	50	62	58
Zach Awe	20	192	75	R	B	CBT	["CBT"]	Accrington Stanley	2025	48	67	66	71	66	66	67	62	65	62	62	62	58	54	61	68	57	61	62	69	68	65	49	66	50	62	58
Alexander Phillip Badolato	19	170	70	R	B	CF	["CF"]	Western Sydney Wanderers	2026	66	48	73	71	71	76	63	76	71	69	65	64	58	56	68	68	62	61	62	61	70	72	63	68	50	66	58
Ardian Bajrami	20	187	79	R	B	GK	["GK"]	Young Boys	2026	31	68	73	71	62	62	68	59	58	55	61	63	61	63	32	66	43	61	49	55	65	65	38	53	68	54	58
Geraldo Bajrami	25	182	78	R	B	CBT	["CBT"]	Burton Albion	2026	48	67	76	71	68	67	66	68	65	65	61	62	58	49	61	68	55	65	62	65	73	65	50	67	50	60	58
Cody Baker	20	178	69	R	B	SB	["SB"]	Seattle Sounders	2026	62	61	71	71	76	74	65	74	65	69	61	62	59	59	61	68	58	61	62	61	66	65	65	76	50	67	58
Johan Bakke	20	186	71	R	B	CM	["CM","DM"]	Molde	2025	66	56	68	71	66	69	66	70	67	63	68	66	66	62	61	68	61	61	62	63	66	68	66	68	50	66	58
Bartosz Baranowicz	21	175	64	R	B	DM	["DM"]	Katowice	2025	64	67	77	71	68	66	68	67	65	65	66	64	61	58	61	68	59	61	62	61	67	65	68	70	50	62	58
Charlie Mel Barker	21	180	76	R	B	CBT	["CBT","SB"]	Crawley Town	2027	63	62	73	71	71	69	67	69	65	66	61	62	59	59	61	68	57	61	62	65	79	65	67	70	50	64	58
Kailin Barlow	21	179	73	R	B	AM	["AM","CF","SS"]	Sligo Rovers	2025	65	54	68	71	71	71	63	74	67	68	67	65	61	60	66	68	60	62	62	61	66	67	61	73	50	70	58
Jonas Bauer	21	177	75	R	B	WF	["WF","SM"]	Jahn Regensburg	2025	64	32	69	71	73	75	63	74	68	69	64	64	60	62	68	68	61	61	62	61	66	69	62	63	50	64	58
Anton Bäuerle	19	181	70	L	B	SM	["SM","SB","WB"]	Paderborn	2026	63	59	66	71	69	68	63	67	69	69	71	68	66	65	61	68	60	61	62	61	66	68	63	63	50	63	58
Aris Bayindir	17	185	80	L	B	AM	["AM","CM"]	Schalke 04	2028	65	42	68	71	66	66	64	65	69	67	68	66	61	57	64	68	62	61	62	61	66	67	64	63	50	64	58
Lachlan Bayliss	22	179	75	R	B	WF	["WF","SM","CF","AM","SS"]	Newcastle Jets	2026	65	46	71	71	77	79	66	78	66	71	64	63	59	60	64	68	61	63	62	61	66	66	66	65	50	63	58
Gavin Lee Beavers	19	196	83	R	B	GK	["GK"]	Real Salt Lake	2024	31	69	76	71	62	62	71	61	58	55	61	63	61	63	29	66	43	61	49	55	68	65	34	52	69	53	58
Filip Beckman	21	198	84	L	B	CBT	["CBT"]	GAIS	2027	50	68	79	71	66	66	70	62	65	61	64	63	58	47	61	68	59	61	62	66	73	65	51	69	50	64	58
Alcides Javier Benítez Cabrera	22	168	64	R	B	SB	["SB"]	Guaraní	2025	60	64	78	74	74	79	67	75	72	74	63	63	58	57	61	68	60	61	62	61	66	68	58	71	50	61	58
Daniel Ian Bennie	18	181	75	R	B	WF	["WF","SM","CF"]	Queens Park Rangers	2027	63	34	71	71	76	78	65	76	69	72	65	64	60	60	68	68	60	61	62	61	68	68	65	63	50	61	58
Dion Berisha	21	181	72	R	B	WF	["WF","SM","AM"]	Rot-Weiss Essen	2028	62	41	69	71	68	70	63	72	72	69	69	66	62	61	63	68	61	61	62	61	66	71	60	63	50	62	58
James Berry-McNally	23	183	78	R	B	WF	["WF","SM"]	Chesterfield	2026	64	47	70	71	82	79	63	77	68	74	61	62	61	62	66	68	61	61	62	61	66	68	63	69	50	65	58
Lewis Billington	20	185	80	R	B	SB	["SB","CBT"]	Crewe Alexandra	2025	60	61	76	71	70	73	67	67	65	66	63	63	62	59	61	68	57	61	62	67	75	65	57	64	50	59	58
Luke Joshua Bodnar	24	183	81	R	B	DM	["DM","CM","CBT"]	Perth Glory	2025	63	59	78	75	68	66	66	64	65	65	67	65	61	55	61	68	59	61	62	63	69	65	66	72	50	65	58
Aaron Nigel Bolger	24	170	65	R	B	DM	["DM","CM"]	St Patrick's	2025	63	58	75	75	66	67	66	68	68	62	68	65	62	57	61	68	60	61	64	61	66	68	66	75	50	70	58
Pépé Bonet Kapambu	21	193	95	R	B	GK	["GK"]	Red Star	2025	31	68	76	71	62	62	68	60	58	55	61	62	61	62	31	66	43	61	49	55	66	65	42	56	68	58	58
Ryan Thomas William Boot	30	185	79	R	B	GK	["GK"]	Chesterfield	2025	31	69	72	71	62	65	65	67	58	58	61	61	60	61	34	66	43	61	49	55	68	65	44	66	69	63	58
Alexandru Gabriel Borbei	21	183	75	R	B	GK	["GK"]	Lecce	2028	31	68	72	71	62	62	63	58	58	55	61	64	62	64	30	68	43	61	49	55	64	65	40	54	69	59	58
Rowllin Borges	32	182	72	R	B	DM	["DM","CM"]	Goa	2025	62	61	76	78	66	66	68	62	65	61	65	64	61	56	61	68	58	61	62	63	67	65	62	73	50	65	58
Pedro Elawar Félix Gonçalves Borges	19	188	70	R	B	CM	["CM","AM"]	Exeter City	2025	62	50	76	74	76	79	63	76	69	71	69	66	62	56	62	68	60	61	62	62	73	68	63	73	50	67	58
Mohamed-Amine Bouchenna	18	179	70	R	B	AM	["AM","CF","SS"]	Clermont	2026	63	31	70	71	79	81	63	78	71	74	65	64	58	57	67	68	64	61	65	61	66	70	58	63	50	62	58
Manuel Braun	19	185	77	L	B	SB	["SB","CBT"]	Waldhof Mannheim	2025	59	63	70	71	73	71	65	66	66	67	66	64	61	62	61	68	60	61	62	63	68	68	56	65	50	61	58
Francisco Bregante Torres	20	179	72	L	B	SB	["SB"]	Liverpool	2027	62	65	72	71	66	66	68	62	65	62	62	62	64	65	61	68	57	61	62	61	66	65	64	65	50	60	58
Luke Brennan	19	180	68	R	B	WF	["WF","SM"]	Atlanta United	2027	62	52	69	71	68	68	63	65	74	71	66	65	66	64	63	68	64	61	62	61	66	73	62	67	50	63	58
Taylan Bulut	18	188	80	R	B	SB	["SB","CBT"]	Schalke 04	2026	64	61	73	74	74	74	66	68	67	69	68	66	66	64	61	68	59	63	62	68	74	66	64	70	50	63	58
Jakub Burek	21	188	79	R	B	GK	["GK"]	Cracovia Kraków	2026	31	68	73	71	62	62	67	59	58	55	61	60	58	60	32	66	43	61	49	55	65	65	40	57	69	57	58
Evan Caffrey	21	178	74	R	B	CM	["CM","DM"]	Shelbourne	2024	64	59	71	73	70	68	65	71	67	66	68	66	64	59	65	68	63	65	63	61	66	70	65	69	50	67	58
Max Caputo	19	182	74	R	B	CF	["CF"]	Melbourne City	2026	67	37	74	71	75	72	63	71	65	68	66	65	58	56	67	68	58	61	62	65	72	65	63	66	50	65	58
Jarrod Carluccio	23	178	72	L	B	WF	["WF","SM"]	Perth Glory	2025	64	48	72	73	79	84	64	82	67	72	61	62	60	60	62	68	60	61	62	61	69	67	64	69	50	63	58
Robert Castellanos	26	188	82	R	B	CBT	["CBT"]	Sporting Kansas City	2024	47	68	83	71	66	66	63	62	65	60	61	62	62	50	61	68	58	61	62	70	77	65	46	64	50	59	58
Alexandre Castro de Araújo	21	180	75	R	B	GK	["GK"]	Racing	2024	31	68	72	71	62	62	68	59	58	55	61	62	61	62	31	66	43	61	49	55	65	65	36	54	68	61	58
Joshua Cavallo	25	176	70	L	B	SM	["SM","SB","WB"]	Adelaide United	2025	62	54	73	71	70	75	63	78	67	67	66	64	66	63	61	68	60	62	66	61	66	67	62	71	50	67	58
Antonio Alejandro Ceza Gavilán	22	180	75	R	B	CBT	["CBT"]	Palestino	2024	50	69	66	71	68	68	71	62	65	65	61	62	58	50	61	68	53	61	62	70	68	65	53	64	50	64	58
Jacob Anthony Chapman	24	185	75	R	B	GK	["GK"]	Huddersfield Town	2026	31	69	72	71	62	62	70	60	58	55	61	66	63	66	30	74	43	61	49	55	66	65	38	53	69	61	58
Pratik Prabhakar Chowdhary	35	188	80	R	B	CBT	["CBT","SB"]	Jamshedpur	2025	60	63	80	71	66	66	66	62	65	60	61	62	58	51	61	68	55	61	62	61	75	65	56	75	50	65	58
Sidiki Chérif	17	185	73	R	B	CF	["CF","SM","WF"]	Angers SCO	2028	70	39	66	71	76	73	69	69	75	75	67	66	63	68	70	68	64	61	62	66	68	74	69	63	50	66	58
Adi Marian Chică-Roșă	26	185	78	R	B	CF	["CF"]	Botoşani	2026	69	31	72	71	68	66	68	62	66	65	61	62	58	54	70	68	61	61	62	72	74	68	68	67	50	66	58
Jeremiah Chilokoa-Mullen	20	190	72	R	B	CBT	["CBT"]	Leeds United	2025	47	66	66	71	66	66	64	62	65	63	75	70	60	49	61	68	60	61	62	70	68	68	46	66	50	63	58
Chul-soon Choi 최철순 崔喆淳	37	175	68	R	B	SB	["SB"]	Jeonbuk Motors	2025	63	61	77	71	66	70	66	65	65	61	63	62	63	61	61	68	60	64	62	67	72	65	58	72	50	69	58
Radosław Cielemęcki	21	173	70	R	B	AM	["AM"]	Radomiak Radom	2025	65	51	72	74	73	73	66	74	68	69	70	67	66	62	61	68	61	61	62	61	66	69	66	72	50	68	58
Noah Cobb	19	185	75	R	B	CBT	["CBT"]	Atlanta United	2025	49	72	69	71	77	73	66	65	65	69	63	63	60	51	61	68	54	61	62	67	72	65	53	69	50	67	58
Fredy Antonio Colmán Ruíz	19	170	62	R	B	WF	["WF","SM"]	Olimpia	2025	58	50	71	72	79	80	63	77	68	73	61	65	65	71	62	74	60	61	72	61	66	68	53	67	50	64	58
Wilfred Correa Sanmartín	18	172	58	R	B	AM	["AM","WF","SM","CM"]	Caracas	2026	72	44	76	71	74	75	73	76	69	71	67	65	61	54	63	68	60	61	62	61	66	68	73	69	50	70	58
Marius Courcoul	17	182	70	R	B	CBT	["CBT","DM"]	Angers SCO	2026	62	63	68	73	66	66	69	62	65	62	61	62	58	53	61	68	55	61	62	62	66	65	62	72	50	62	58
Trae Bailey Coyle	23	179	80	R	B	WF	["WF","SM"]	Lausanne Sport	2027	62	31	74	71	78	78	63	78	67	71	66	65	63	61	63	68	60	61	62	61	66	67	63	63	50	63	58
